MMSI,shipType,shipTypeSpecific
271040694,Passenger,Passenger Ship
271040747,Passenger,Passenger Ship
271040755,Passenger,Passenger Ship
271040757,Pleasure Craft,Pleasure Craft
271040874,Pleasure Craft,Pleasure Craft
271040881,Pleasure Craft,Pleasure Craft
271040948,Cargo - Hazard A (Major),Ro-Ro Cargo
271041000,Cargo,Container Ship
271041017,Pleasure Craft,Pleasure Craft
271041028,Pleasure Craft,Pleasure Craft
271041054,Pleasure Craft,Pleasure Craft
271041245,Pleasure Craft,Pleasure Craft
271041280,Passenger,Passenger Ship
271041391,Tanker,Tanker
271041417,Pleasure Craft,Pleasure Craft
271041422,Pleasure Craft,Pleasure Craft
271041474,Pleasure Craft,Pleasure Craft
271041513,Pilot Vessel,Pilot Vessel
271041514,Pilot Vessel,Pilot Vessel
271041516,Pilot Vessel,Pilot Vessel
271041593,Anti-Pollution,Anti-Pollution
271041598,Pleasure Craft,Pleasure Craft
271041599,Passenger,Passenger Ship
271041684,Pleasure Craft,Pleasure Craft
271041685,Pleasure Craft,Pleasure Craft
271041687,Pleasure Craft,Pleasure Craft
271041844,Pleasure Craft,Pleasure Craft
271041948,Pleasure Craft,Pleasure Craft
271041977,Pleasure Craft,Pleasure Craft
271042000,Pleasure Craft,Pleasure Craft
271042015,Pleasure Craft,Pleasure Craft
271042049,Pleasure Craft,Pleasure Craft
271042050,Pleasure Craft,Pleasure Craft
271042079,Pleasure Craft,Pleasure Craft
271042089,Pleasure Craft,Pleasure Craft
271042093,Passenger,Passenger Ship
271042095,Passenger,Passenger Ship
271042136,Port Tender,Port Tender
271042189,Pleasure Craft,Pleasure Craft
271042197,Cargo,Bulk Carrier
271042202,Passenger,Passenger Ship
271042246,Pleasure Craft,Pleasure Craft
271042259,Passenger,Passenger Ship
271042261,Pleasure Craft,Pleasure Craft
271042287,Pleasure Craft,Pleasure Craft
271042325,Cargo,Bulk Carrier
271042333,Passenger,Passenger Ship
271042341,Pleasure Craft,Pleasure Craft
271042349,Pleasure Craft,Pleasure Craft
271042366,Pleasure Craft,Pleasure Craft
271042419,Pleasure Craft,Pleasure Craft
271042433,Cargo,Container Ship
271042475,Tanker,Oil Products Tanker
271042480,Passenger,Passenger Ship
271042486,Passenger,Passenger Ship
271042493,Cargo - Hazard A (Major),Container Ship
271042494,Cargo - Hazard A (Major),Container Ship
271042508,Passenger,Passenger Ship
271042513,Port Tender,Port Tender
271042517,Port Tender,Port Tender
271042544,Tug,Tug
271042553,Passenger,Passenger Ship
271042557,Pleasure Craft,Pleasure Craft
271042562,Tanker,Oil Products Tanker
271042575,Passenger,Ro-Ro/Passenger Ship
271042583,Port Tender,Port Tender
271042584,Anti-Pollution,Pollution Control Vessel
271042594,Passenger,Ro-Ro/Passenger Ship
271042596,Passenger,Ro-Ro/Passenger Ship
271042599,Passenger,Passenger Ship
271042610,Passenger,Passenger Ship
271042611,Passenger,Passenger Ship
271042643,Cargo,Bulk Carrier
271042645,Pleasure Craft,Pleasure Craft
271042652,Passenger,Passenger Ship
271042654,Tanker,Crude Oil Tanker
271042657,High Speed Craft,High Speed Craft
271042658,SAR,SAR
271042659,High Speed Craft,High Speed Craft
271042693,Tanker,Oil/Chemical Tanker
271042700,Pleasure Craft,Pleasure Craft
271042723,Port Tender,Port Tender
271042730,Passenger,Passenger Ship
271042738,Pleasure Craft,Pleasure Craft
271042741,Passenger,Passenger Ship
271042742,Pleasure Craft,Passenger Ship
271042745,Pleasure Craft,Pleasure Craft
271042759,Cargo - Hazard A (Major),Container Ship
271042783,Passenger,Passenger Ship
271042797,SAR,SAR
271042799,Pleasure Craft,Pleasure Craft
271042854,Pleasure Craft,Pleasure Craft
271042879,Anti-Pollution,Anti-Pollution
271042888,Pleasure Craft,Pleasure Craft
271042906,Pleasure Craft,Pleasure Craft
271042939,Tug,Tug
271042941,Passenger,Passenger Ship
271042945,Passenger,Passenger Ship
271042950,Passenger,Passenger Ship
271042951,Passenger,Passenger Ship
271042963,Tug,Tug
271042977,Pleasure Craft,Pleasure Craft
271042994,Tug,Tug
271042997,Pleasure Craft,Pleasure Craft
271042998,Passenger,Passenger Ship
271043008,Tanker - Hazard A (Major),Oil Products Tanker
271043013,Pleasure Craft,Pleasure Craft
271043015,Pleasure Craft,Pleasure Craft
271043016,Pleasure Craft,Pleasure Craft
271043017,Passenger,Passenger Ship
271043018,Pleasure Craft,Pleasure Craft
271043022,Tanker,Oil/Chemical Tanker
271043028,Cargo - Hazard D (Recognizable),Container Ship
271043070,Tug,Tug
271043080,Pleasure Craft,Pleasure Craft
271043083,Pleasure Craft,Pleasure Craft
271043090,Tug,Tug
271043093,Passenger,Passenger Ship
271043116,Tanker,Oil Products Tanker
271043134,Dredger,Dredger
271043144,Passenger,Passenger Ship
271043163,Cargo,Container Ship
271043164,Cargo - Hazard A (Major),Ro-Ro Cargo
271043165,Cargo - Hazard A (Major),Ro-Ro Cargo
271043190,Cargo,General Cargo
271043195,Tanker,Bunkering Tanker
271043196,Tanker,Bunkering Tanker
271043215,Pleasure Craft,Passenger Ship
271043221,Pleasure Craft,Pleasure Craft
271043236,Pleasure Craft,Pleasure Craft
271043241,Cargo,Bulk Carrier
271043255,Tanker,Oil/Chemical Tanker
271043272,Pleasure Craft,Pleasure Craft
271043277,Tanker,Tanker
271043303,Cargo,Ro-Ro Cargo
271043318,Tug,Tug
271043323,Pleasure Craft,Pleasure Craft
271043337,Pleasure Craft,Pleasure Craft
271043349,Pleasure Craft,Pleasure Craft
271043362,Pleasure Craft,Pleasure Craft
271043383,Pleasure Craft,Pleasure Craft
271043393,Passenger,Ro-Ro/Passenger Ship
271043394,Passenger,Passenger Ship
271043395,Passenger,Passenger Ship
271043400,Tanker,LPG Tanker
271043402,High Speed Craft,High Speed Craft
271043403,Tanker,Oil/Chemical Tanker
271043404,Passenger,Ro-Ro/Passenger Ship
271043405,Tug,Tug
271043407,Tanker - Hazard A (Major),Oil Products Tanker
271043410,Tanker,Oil/Chemical Tanker
271043415,Cargo,Bulk Carrier
271043438,Pleasure Craft,Pleasure Craft
271043444,Pleasure Craft,Pleasure Craft
271043454,Passenger,Passenger Ship
271043460,Tanker,Bunkering Tanker
271043461,Passenger,Passenger Ship
271043475,Passenger,Passenger Ship
271043476,Tug,Towing Vessel
271043486,Tanker - Hazard B,Oil Products Tanker
271043491,Cargo,Container Ship
271043493,Port Tender,Port Tender
271043499,Tug,Tug
271043501,Tanker,Chemical Tanker
271043513,Cargo,Cement Carrier
271043518,Tug,Tug
271043520,Tug,Tug
271043526,Pleasure Craft,Pleasure Craft
271043538,Pleasure Craft,Pleasure Craft
271043540,Cargo,General Cargo
271043542,Pleasure Craft,Pleasure Craft
271043572,Passenger,Passenger Ship
271043580,Tanker,Oil Products Tanker
271043595,Tanker,Oil Products Tanker
271043625,Pleasure Craft,Pleasure Craft
271043631,Cargo,General Cargo
271043641,Passenger,Passenger Ship
271043642,Pleasure Craft,Pleasure Craft
271043661,Cargo,General Cargo
271043669,Tanker,Bunkering Tanker
271043680,Port Tender,Port Tender
271043725,Cargo - Hazard A (Major),General Cargo
271043726,Pleasure Craft,Pleasure Craft
271043731,Tanker,Oil Products Tanker
271043734,Pleasure Craft,Pleasure Craft
271043739,Port Tender,Port Tender
271043741,Anti-Pollution,Anti-Pollution
271043742,Anti-Pollution,Anti-Pollution
271043743,Anti-Pollution,Anti-Pollution
271043744,Anti-Pollution,Anti-Pollution
271043745,Anti-Pollution,Anti-Pollution
271043746,Anti-Pollution,Anti-Pollution
271043753,Passenger,Ro-Ro/Passenger Ship
271043756,Pleasure Craft,Pleasure Craft
271043759,Sailing Vessel,Sailing Vessel
271043763,Pilot Vessel,Pilot Vessel
271043764,Pilot Vessel,Pilot Vessel
271043765,Pilot Vessel,Pilot Vessel
271043766,Pilot Vessel,Pilot Vessel
271043786,Pilot Vessel,Pilot Vessel
271043793,Passenger,Passenger Ship
271043797,Pleasure Craft,Pleasure Craft
271043798,Passenger,Passenger Ship
271043802,Tug,Tug
271043805,Passenger,Passenger Ship
271043809,Tanker - Hazard D (Recognizable),Oil Products Tanker
271043811,Cargo,General Cargo
271043817,Passenger,Passenger Ship
271043836,Tug,Tug
271043837,Tug,Tug
271043852,Pleasure Craft,Pleasure Craft
271043854,Passenger,Passenger Ship
271043869,Port Tender,Port Tender
271043872,Pleasure Craft,Pleasure Craft
271043875,Pleasure Craft,Pleasure Craft
271043886,Pleasure Craft,Pleasure Craft
271043887,Passenger,Passenger Ship
271043888,Dive Vessel,Dive Vessel
271043894,Tug,Tug
271043901,Cargo,General Cargo
271043916,Tanker,Asphalt/Bitumen Tanker
271043927,Tanker,Oil Products Tanker
271043937,Pleasure Craft,Pleasure Craft
271043954,Pleasure Craft,Pleasure Craft
271043976,Tanker,Bunkering Tanker
271043985,Passenger,Passenger Ship
271043987,Pleasure Craft,Pleasure Craft
271044011,Tug,Tug
271044013,Tanker,Chemical Tanker
271044017,Tanker - Hazard B,Oil/Chemical Tanker
271044021,Cargo,General Cargo
271044022,Cargo,General Cargo
271044031,SAR,SAR
271044034,Pleasure Craft,Pleasure Craft
271044036,Cargo,General Cargo
271044052,Passenger,Passenger Ship
271044053,Port Tender,Port Tender
271044056,Tanker - Hazard A (Major),Oil Products Tanker
271044068,Tanker,Asphalt/Bitumen Tanker
271044070,Cargo,Container Ship
271044086,Passenger,Ro-Ro/Passenger Ship
271044095,Pleasure Craft,Pleasure Craft
271044098,Passenger,Passenger Ship
271044100,Passenger,Passenger Ship
271044109,Passenger,Ro-Ro/Passenger Ship
271044128,Pleasure Craft,Pleasure Craft
271044139,Passenger,Ro-Ro/Passenger Ship
271044146,Port Tender,Port Tender
271044153,Passenger,Passenger Ship
271044154,Passenger,Passenger Ship
271044155,Passenger,Passenger Ship
271044156,Passenger,Passenger Ship
271044163,Cargo - Hazard A (Major),Container Ship
271044168,Pleasure Craft,Pleasure Craft
271044172,Passenger,Passenger Ship
271044175,Pleasure Craft,Pleasure Craft
271044177,Cargo - Hazard A (Major),Container Ship
271044200,Pleasure Craft,Pleasure Craft
271044201,Passenger,Passenger Ship
271044212,Cargo,Container Ship
271044216,Passenger,Passenger Ship
271044224,Pleasure Craft,Pleasure Craft
271044233,Tug,Tug
271044242,Pleasure Craft,Pleasure Craft
271044249,Passenger,Passenger Ship
271044251,Tug,Towing Vessel
271044252,Cargo - Hazard C (Minor),General Cargo
271044263,Pleasure Craft,Pleasure Craft
271044271,Pleasure Craft,Pleasure Craft
271044285,Tanker,Bunkering Tanker
271044288,Pleasure Craft,Pleasure Craft
271044292,Pleasure Craft,Pleasure Craft
271044301,Cargo,Container Ship
271044302,Cargo,Container Ship
271044303,Passenger,Passenger Ship
271044318,Pleasure Craft,Pleasure Craft
271044328,Passenger,Passenger Ship
271044348,Cargo,General Cargo
271044357,Tanker,Oil/Chemical Tanker
271044359,Tug,Towing Vessel
271044362,Cargo,Bulk Carrier
271044378,Tug,Towing Vessel
271044383,Cargo,Bulk Carrier
271044387,Port Tender,Port Tender
271044397,Passenger,Passenger Ship
271044398,Cargo - Hazard A (Major),Container Ship
271044408,Tanker,Oil/Chemical Tanker
271044409,Tanker,Oil/Chemical Tanker
271044410,Port Tender,Port Tender
271044414,Tanker,Oil/Chemical Tanker
271044419,Port Tender,Port Tender
271044424,Port Tender,Port Tender
271044425,Cargo,General Cargo
271044426,Port Tender,Port Tender
271044431,Pleasure Craft,Pleasure Craft
271044432,Tanker,Tanker
271044439,Tug,Towing Vessel
271044443,Cargo,General Cargo
271044455,Pleasure Craft,Pleasure Craft
271044458,Fishing,Fishing Vessel
271044460,Tanker - Hazard A (Major),Bunkering Tanker
271044464,Pleasure Craft,Pleasure Craft
271044483,Port Tender,Port Tender
271044488,Pleasure Craft,Pleasure Craft
271044510,Tug,Tug
271044515,Passenger,Passenger Ship
271044516,Tanker,Oil Products Tanker
271044519,Cargo,General Cargo
271044525,Tanker,Bunkering Tanker
271044526,Tanker,Bunkering Tanker
271044537,Cargo,General Cargo
271044556,Tug,Towing Vessel
271044557,Tug,Tug
271044568,Pleasure Craft,Pleasure Craft
271044578,Cargo,General Cargo
271044579,Passenger,Passenger Ship
271044586,Sailing Vessel,Sailing Vessel
271044587,Pleasure Craft,Pleasure Craft
271044597,Passenger,Passenger Ship
271044600,Cargo,Bulk Carrier
271044604,Cargo,General Cargo
271044608,Fishing,Fishing Vessel
271044615,Tug,Tug
271044617,Cargo,Bulk Carrier
271044633,Cargo - Hazard A (Major),Container Ship
271044635,Passenger,Ro-Ro/Passenger Ship
271044636,Passenger,Ro-Ro/Passenger Ship
271044640,Passenger,Passenger Ship
271044642,Pleasure Craft,Pleasure Craft
271044649,Port Tender,Port Tender
271044655,Cargo,Cargo
271044658,Tanker,Oil Products Tanker
271044659,Cargo,Container Ship
271044678,Passenger,Passenger Ship
271044683,Tug,Tug
271044691,Tanker,Crude Oil Tanker
271044709,Cargo,General Cargo
271044718,Cargo,General Cargo
271044728,Sailing Vessel,Sailing Vessel
271044780,Sailing Vessel,Sailing Vessel
271044795,Pleasure Craft,Pleasure Craft
271044867,Sailing Vessel,Sailing Vessel
271044922,Pleasure Craft,Pleasure Craft
271044965,Cargo,General Cargo
271044978,Cargo,Container Ship
271045004,Pleasure Craft,Pleasure Craft
271045029,Passenger,Passenger Ship
271045061,Pleasure Craft,Pleasure Craft
271045105,Tanker - Hazard A (Major),Tanker - Hazard A (Major)
271045106,Tanker - Hazard A (Major),Tanker - Hazard A (Major)
271045135,Tanker,Crude Oil Tanker
271045247,Pleasure Craft,Pleasure Craft
271045320,Port Tender,Port Tender
271045326,Dredger,Motor Hopper
271045342,Cargo,Bulk Carrier
271045344,Tug,Tug
271045352,Sailing Vessel,Sailing Vessel
271045353,Tanker,Crude Oil Tanker
271045456,Sailing Vessel,Sailing Vessel
271045478,Cargo - Hazard A (Major),Container Ship
271045540,Port Tender,Port Tender
271045557,Passenger,Passenger Ship
271045564,Pleasure Craft,Pleasure Craft
271045581,Port Tender,Port Tender
271045604,Pleasure Craft,Pleasure Craft
271045618,Sailing Vessel,Sailing Vessel
271045646,Cargo,General Cargo
271045665,Tanker - Hazard B,Oil/Chemical Tanker
271045669,Pleasure Craft,Pleasure Craft
271045680,Port Tender,Port Tender
271045741,Cargo,Bulk Carrier
271045752,Tanker - Hazard A (Major),Tanker - Hazard A (Major)
271045756,Port Tender,Port Tender
271045759,Tug,Tug
271045768,Pilot Vessel,Pilot Vessel
271045771,Port Tender,Port Tender
271045780,Sailing Vessel,Sailing Vessel
271045801,Tanker - Hazard A (Major),Tanker - Hazard A (Major)
271045807,Tug,Tug
271045811,Pleasure Craft,Pleasure Craft
271045817,Pleasure Craft,Pleasure Craft
271045820,Sailing Vessel,Sailing Vessel
271045839,Tug,Tug
271045893,Tug,Fire Fighting Vessel
271045900,Pleasure Craft,Pleasure Craft
271045905,Pleasure Craft,Pleasure Craft
271045911,Pleasure Craft,Pleasure Craft
271045922,Tug,Tug
271045931,Pleasure Craft,Pleasure Craft
271045949,Pleasure Craft,Yacht
271045967,Pleasure Craft,Pleasure Craft
271045974,Pleasure Craft,Pleasure Craft
271045975,Tanker - Hazard B,Oil/Chemical Tanker
271045993,Pleasure Craft,Pleasure Craft
271046011,Passenger,Passenger Ship
271046043,Pleasure Craft,Pleasure Craft
271046066,Pleasure Craft,Pleasure Craft
271046069,Pleasure Craft,Pleasure Craft
271046076,Pleasure Craft,Pleasure Craft
271046114,Passenger,Passenger Ship
271046115,Passenger,Passenger Ship
271046117,Cargo,General Cargo
271046180,Port Tender,Port Tender
271046225,Passenger,Passenger Ship
271046227,Pleasure Craft,Pleasure Craft
271046285,Pleasure Craft,Pleasure Craft
271046291,Pleasure Craft,Pleasure Craft
271046300,Port Tender,Port Tender
271046344,Tug,Tug
271046345,Tug,Tug
271046350,Tanker,Oil/Chemical Tanker
271046364,Pleasure Craft,Pleasure Craft
271046367,Tanker - Hazard A (Major),Bunkering Tanker
271046378,Port Tender,Port Tender
271046409,Pleasure Craft,Pleasure Craft
271046415,Pleasure Craft,Pleasure Craft
271046416,Pleasure Craft,Pleasure Craft
271046418,Tug,Tug
271046419,Tug,Tug
271046426,Passenger,Passenger Ship
271046442,Tug,Tug
271046445,Tug,Tug
271046470,Pleasure Craft,Pleasure Craft
271046473,Tug,Fire Fighting Vessel
271046474,Tug,Fire Fighting Vessel
271046486,Tanker,Asphalt/Bitumen Tanker
271046489,Cargo - Hazard A (Major),Ro-Ro Cargo
271046499,Pleasure Craft,Pleasure Craft
271046506,Pleasure Craft,Pleasure Craft
271046518,Cargo,General Cargo
271046522,Pleasure Craft,Pleasure Craft
271046531,Port Tender,Port Tender
271046574,Tanker,Oil/Chemical Tanker
271046596,Port Tender,Port Tender
271046599,Pleasure Craft,Pleasure Craft
271046628,Cargo,Bulk Carrier
271046632,Pleasure Craft,Pleasure Craft
271046633,Port Tender,Port Tender
271046669,Pleasure Craft,Pleasure Craft
271046727,Pleasure Craft,Pleasure Craft
271046745,Pleasure Craft,Pleasure Craft
271046770,Pleasure Craft,Pleasure Craft
271046776,Pleasure Craft,Pleasure Craft
271046791,Tanker,Oil/Chemical Tanker
271046797,Pleasure Craft,Pleasure Craft
271046807,Pleasure Craft,Pleasure Craft
271046811,Tug,Tug
271046886,Sailing Vessel,Sailing Vessel
271046910,Pleasure Craft,Pleasure Craft
271046920,Tanker,Oil/Chemical Tanker
271046926,Pleasure Craft,Pleasure Craft
271046934,Anti-Pollution,Anti-Pollution
271046939,Pleasure Craft,Pleasure Craft
271046944,Tug,Tug
271046960,Tug,Fire Fighting Vessel
271046973,Passenger,Passenger Ship
271046993,Port Tender,Port Tender
271047008,Passenger,Passenger Ship
271047009,Port Tender,Port Tender
271047013,Passenger,Ro-Ro/Passenger Ship
271047024,Pleasure Craft,Pleasure Craft
271047027,Pleasure Craft,Pleasure Craft
271047035,Pleasure Craft,Pleasure Craft
271047042,Pleasure Craft,Pleasure Craft
271047044,Cargo,Container Ship
271047045,Cargo - Hazard A (Major),Container Ship
271047046,Tanker,Oil/Chemical Tanker
271047051,Pleasure Craft,Pleasure Craft
271047067,Tanker,Oil/Chemical Tanker
271047106,Tug,Tug
271047107,Tug,Fire Fighting Vessel
271047117,Pleasure Craft,Pleasure Craft
271047132,Tanker,Oil/Chemical Tanker
271047146,Pleasure Craft,Pleasure Craft
271047153,SAR,SAR
271047167,Pleasure Craft,Pleasure Craft
271047176,Pleasure Craft,Pleasure Craft
271047193,Tug,Fire Fighting Vessel
271047195,Anti-Pollution,Anti-Pollution
271047206,Tanker,Oil Products Tanker
271047212,Pleasure Craft,Pleasure Craft
271047240,Port Tender,Port Tender
271047241,Tug,Tug
271047254,Pleasure Craft,Pleasure Craft
271047321,Pleasure Craft,Pleasure Craft
271047323,Tanker,Oil/Chemical Tanker
271047324,Pleasure Craft,Pleasure Craft
271047333,Passenger,Passenger Ship
271047356,Pleasure Craft,Pleasure Craft
